,Date,Time from,Time to,betr. NEG [MW],betr. POS [MW],qual. NEG [MW],qual. POS [MW],tso_id,data_type,betr. [MW],qual. [MW],qual. [EUR/MWh],NRV balance more than 80% of the contracted control reserve,MOL Deviation,Explanation
25,05.02.2022,06:15,06:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
26,05.02.2022,06:30,06:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
27,05.02.2022,06:45,07:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
28,05.02.2022,07:00,07:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
29,05.02.2022,07:15,07:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
30,05.02.2022,07:30,07:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
31,05.02.2022,07:45,08:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
32,05.02.2022,08:00,08:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
33,05.02.2022,08:15,08:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
34,05.02.2022,08:30,08:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
35,05.02.2022,08:45,09:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
36,05.02.2022,09:00,09:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
37,05.02.2022,09:15,09:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
38,05.02.2022,09:30,09:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
39,05.02.2022,09:45,10:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
40,05.02.2022,10:00,10:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
41,05.02.2022,10:15,10:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
42,05.02.2022,10:30,10:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
43,05.02.2022,10:45,11:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
44,05.02.2022,11:00,11:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
45,05.02.2022,11:15,11:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
46,05.02.2022,11:30,11:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
47,05.02.2022,11:45,12:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
48,05.02.2022,12:00,12:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
49,05.02.2022,12:15,12:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
50,05.02.2022,12:30,12:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
51,05.02.2022,12:45,13:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
52,05.02.2022,13:00,13:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
53,05.02.2022,13:15,13:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
54,05.02.2022,13:30,13:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
55,05.02.2022,13:45,14:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
56,05.02.2022,14:00,14:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
57,05.02.2022,14:15,14:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
58,05.02.2022,14:30,14:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
59,05.02.2022,14:45,15:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
60,05.02.2022,15:00,15:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
61,05.02.2022,15:15,15:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
62,05.02.2022,15:30,15:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
63,05.02.2022,15:45,16:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
64,05.02.2022,16:00,16:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
65,05.02.2022,16:15,16:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
66,05.02.2022,16:30,16:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
67,05.02.2022,16:45,17:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
68,05.02.2022,17:00,17:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
69,05.02.2022,17:15,17:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
70,05.02.2022,17:30,17:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
71,05.02.2022,17:45,18:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
72,05.02.2022,18:00,18:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
73,05.02.2022,18:15,18:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
74,05.02.2022,18:30,18:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
75,05.02.2022,18:45,19:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
76,05.02.2022,19:00,19:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
77,05.02.2022,19:15,19:30,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
78,05.02.2022,19:30,19:45,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
79,05.02.2022,19:45,20:00,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
80,05.02.2022,20:00,20:15,"0,000","0,000",-,-,Amprion,emergency power,,,,,,
0,05.02.2022,00:00,00:15,,,-,-,Amprion,emergency assistance,,,,,,
1,05.02.2022,00:15,00:30,,,-,-,Amprion,emergency assistance,,,,,,
2,05.02.2022,00:30,00:45,,,-,-,Amprion,emergency assistance,,,,,,
3,05.02.2022,00:45,01:00,,,-,-,Amprion,emergency assistance,,,,,,
4,05.02.2022,01:00,01:15,,,-,-,Amprion,emergency assistance,,,,,,
5,05.02.2022,01:15,01:30,,,-,-,Amprion,emergency assistance,,,,,,
6,05.02.2022,01:30,01:45,,,-,-,Amprion,emergency assistance,,,,,,
7,05.02.2022,01:45,02:00,,,-,-,Amprion,emergency assistance,,,,,,
8,05.02.2022,02:00,02:15,,,-,-,Amprion,emergency assistance,,,,,,
9,05.02.2022,02:15,02:30,,,-,-,Amprion,emergency assistance,,,,,,
10,05.02.2022,02:30,02:45,,,-,-,Amprion,emergency assistance,,,,,,
11,05.02.2022,02:45,03:00,,,-,-,Amprion,emergency assistance,,,,,,
12,05.02.2022,03:00,03:15,,,-,-,Amprion,emergency assistance,,,,,,
13,05.02.2022,03:15,03:30,,,-,-,Amprion,emergency assistance,,,,,,
14,05.02.2022,03:30,03:45,,,-,-,Amprion,emergency assistance,,,,,,
15,05.02.2022,03:45,04:00,,,-,-,Amprion,emergency assistance,,,,,,
16,05.02.2022,04:00,04:15,,,-,-,Amprion,emergency assistance,,,,,,
17,05.02.2022,04:15,04:30,,,-,-,Amprion,emergency assistance,,,,,,
18,05.02.2022,04:30,04:45,,,-,-,Amprion,emergency assistance,,,,,,
19,05.02.2022,04:45,05:00,,,-,-,Amprion,emergency assistance,,,,,,
20,05.02.2022,05:00,05:15,,,-,-,Amprion,emergency assistance,,,,,,
21,05.02.2022,05:15,05:30,,,-,-,Amprion,emergency assistance,,,,,,
22,05.02.2022,05:30,05:45,,,-,-,Amprion,emergency assistance,,,,,,
23,05.02.2022,05:45,06:00,,,-,-,Amprion,emergency assistance,,,,,,
24,05.02.2022,06:00,06:15,,,-,-,Amprion,emergency assistance,,,,,,
25,05.02.2022,06:15,06:30,,,-,-,Amprion,emergency assistance,,,,,,
26,05.02.2022,06:30,06:45,,,-,-,Amprion,emergency assistance,,,,,,
27,05.02.2022,06:45,07:00,,,-,-,Amprion,emergency assistance,,,,,,
28,05.02.2022,07:00,07:15,,,-,-,Amprion,emergency assistance,,,,,,
29,05.02.2022,07:15,07:30,,,-,-,Amprion,emergency assistance,,,,,,
30,05.02.2022,07:30,07:45,,,-,-,Amprion,emergency assistance,,,,,,
31,05.02.2022,07:45,08:00,,,-,-,Amprion,emergency assistance,,,,,,
32,05.02.2022,08:00,08:15,,,-,-,Amprion,emergency assistance,,,,,,
33,05.02.2022,08:15,08:30,,,-,-,Amprion,emergency assistance,,,,,,
34,05.02.2022,08:30,08:45,,,-,-,Amprion,emergency assistance,,,,,,
35,05.02.2022,08:45,09:00,,,-,-,Amprion,emergency assistance,,,,,,
36,05.02.2022,09:00,09:15,,,-,-,Amprion,emergency assistance,,,,,,
37,05.02.2022,09:15,09:30,,,-,-,Amprion,emergency assistance,,,,,,
38,05.02.2022,09:30,09:45,,,-,-,Amprion,emergency assistance,,,,,,
39,05.02.2022,09:45,10:00,,,-,-,Amprion,emergency assistance,,,,,,
40,05.02.2022,10:00,10:15,,,-,-,Amprion,emergency assistance,,,,,,
41,05.02.2022,10:15,10:30,,,-,-,Amprion,emergency assistance,,,,,,
42,05.02.2022,10:30,10:45,,,-,-,Amprion,emergency assistance,,,,,,
43,05.02.2022,10:45,11:00,,,-,-,Amprion,emergency assistance,,,,,,
44,05.02.2022,11:00,11:15,,,-,-,Amprion,emergency assistance,,,,,,
45,05.02.2022,11:15,11:30,,,-,-,Amprion,emergency assistance,,,,,,
46,05.02.2022,11:30,11:45,,,-,-,Amprion,emergency assistance,,,,,,
47,05.02.2022,11:45,12:00,,,-,-,Amprion,emergency assistance,,,,,,
48,05.02.2022,12:00,12:15,,,-,-,Amprion,emergency assistance,,,,,,
49,05.02.2022,12:15,12:30,,,-,-,Amprion,emergency assistance,,,,,,
50,05.02.2022,12:30,12:45,,,-,-,Amprion,emergency assistance,,,,,,
51,05.02.2022,12:45,13:00,,,-,-,Amprion,emergency assistance,,,,,,
52,05.02.2022,13:00,13:15,,,-,-,Amprion,emergency assistance,,,,,,
53,05.02.2022,13:15,13:30,,,-,-,Amprion,emergency assistance,,,,,,
54,05.02.2022,13:30,13:45,,,-,-,Amprion,emergency assistance,,,,,,
55,05.02.2022,13:45,14:00,,,-,-,Amprion,emergency assistance,,,,,,
56,05.02.2022,14:00,14:15,,,-,-,Amprion,emergency assistance,,,,,,
57,05.02.2022,14:15,14:30,,,-,-,Amprion,emergency assistance,,,,,,
58,05.02.2022,14:30,14:45,,,-,-,Amprion,emergency assistance,,,,,,
59,05.02.2022,14:45,15:00,,,-,-,Amprion,emergency assistance,,,,,,
60,05.02.2022,15:00,15:15,,,-,-,Amprion,emergency assistance,,,,,,
61,05.02.2022,15:15,15:30,,,-,-,Amprion,emergency assistance,,,,,,
62,05.02.2022,15:30,15:45,,,-,-,Amprion,emergency assistance,,,,,,
63,05.02.2022,15:45,16:00,,,-,-,Amprion,emergency assistance,,,,,,
64,05.02.2022,16:00,16:15,,,-,-,Amprion,emergency assistance,,,,,,
65,05.02.2022,16:15,16:30,,,-,-,Amprion,emergency assistance,,,,,,
66,05.02.2022,16:30,16:45,,,-,-,Amprion,emergency assistance,,,,,,
67,05.02.2022,16:45,17:00,,,-,-,Amprion,emergency assistance,,,,,,
68,05.02.2022,17:00,17:15,,,-,-,Amprion,emergency assistance,,,,,,
69,05.02.2022,17:15,17:30,,,-,-,Amprion,emergency assistance,,,,,,
70,05.02.2022,17:30,17:45,,,-,-,Amprion,emergency assistance,,,,,,
71,05.02.2022,17:45,18:00,,,-,-,Amprion,emergency assistance,,,,,,
72,05.02.2022,18:00,18:15,,,-,-,Amprion,emergency assistance,,,,,,
73,05.02.2022,18:15,18:30,,,-,-,Amprion,emergency assistance,,,,,,
74,05.02.2022,18:30,18:45,,,-,-,Amprion,emergency assistance,,,,,,
75,05.02.2022,18:45,19:00,,,-,-,Amprion,emergency assistance,,,,,,
76,05.02.2022,19:00,19:15,,,-,-,Amprion,emergency assistance,,,,,,
77,05.02.2022,19:15,19:30,,,-,-,Amprion,emergency assistance,,,,,,
78,05.02.2022,19:30,19:45,,,-,-,Amprion,emergency assistance,,,,,,
79,05.02.2022,19:45,20:00,,,-,-,Amprion,emergency assistance,,,,,,
80,05.02.2022,20:00,20:15,,,-,-,Amprion,emergency assistance,,,,,,
0,05.02.2022,00:00,00:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
1,05.02.2022,00:15,00:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
2,05.02.2022,00:30,00:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
3,05.02.2022,00:45,01:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
4,05.02.2022,01:00,01:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
5,05.02.2022,01:15,01:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
6,05.02.2022,01:30,01:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
7,05.02.2022,01:45,02:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
8,05.02.2022,02:00,02:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
9,05.02.2022,02:15,02:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
10,05.02.2022,02:30,02:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
11,05.02.2022,02:45,03:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
12,05.02.2022,03:00,03:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
13,05.02.2022,03:15,03:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
14,05.02.2022,03:30,03:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
15,05.02.2022,03:45,04:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
16,05.02.2022,04:00,04:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
17,05.02.2022,04:15,04:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
18,05.02.2022,04:30,04:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
19,05.02.2022,04:45,05:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
20,05.02.2022,05:00,05:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
21,05.02.2022,05:15,05:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
22,05.02.2022,05:30,05:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
23,05.02.2022,05:45,06:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
24,05.02.2022,06:00,06:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
25,05.02.2022,06:15,06:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
26,05.02.2022,06:30,06:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
27,05.02.2022,06:45,07:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
28,05.02.2022,07:00,07:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
29,05.02.2022,07:15,07:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
30,05.02.2022,07:30,07:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
31,05.02.2022,07:45,08:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
32,05.02.2022,08:00,08:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
33,05.02.2022,08:15,08:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
34,05.02.2022,08:30,08:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
35,05.02.2022,08:45,09:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
36,05.02.2022,09:00,09:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
37,05.02.2022,09:15,09:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
38,05.02.2022,09:30,09:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
39,05.02.2022,09:45,10:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
40,05.02.2022,10:00,10:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
41,05.02.2022,10:15,10:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
42,05.02.2022,10:30,10:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
43,05.02.2022,10:45,11:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
44,05.02.2022,11:00,11:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
45,05.02.2022,11:15,11:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
46,05.02.2022,11:30,11:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
47,05.02.2022,11:45,12:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
48,05.02.2022,12:00,12:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
49,05.02.2022,12:15,12:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
50,05.02.2022,12:30,12:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
51,05.02.2022,12:45,13:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
52,05.02.2022,13:00,13:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
53,05.02.2022,13:15,13:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
54,05.02.2022,13:30,13:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
55,05.02.2022,13:45,14:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
56,05.02.2022,14:00,14:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
57,05.02.2022,14:15,14:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
58,05.02.2022,14:30,14:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
59,05.02.2022,14:45,15:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
60,05.02.2022,15:00,15:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
61,05.02.2022,15:15,15:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
62,05.02.2022,15:30,15:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
63,05.02.2022,15:45,16:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
64,05.02.2022,16:00,16:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
65,05.02.2022,16:15,16:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
66,05.02.2022,16:30,16:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
67,05.02.2022,16:45,17:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
68,05.02.2022,17:00,17:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
69,05.02.2022,17:15,17:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
70,05.02.2022,17:30,17:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
71,05.02.2022,17:45,18:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
72,05.02.2022,18:00,18:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
73,05.02.2022,18:15,18:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
74,05.02.2022,18:30,18:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
75,05.02.2022,18:45,19:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
76,05.02.2022,19:00,19:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
77,05.02.2022,19:15,19:30,"0,000","0,000",-,-,TenneT,MR,,,,,,
78,05.02.2022,19:30,19:45,"0,000","0,000",-,-,TenneT,MR,,,,,,
79,05.02.2022,19:45,20:00,"0,000","0,000",-,-,TenneT,MR,,,,,,
80,05.02.2022,20:00,20:15,"0,000","0,000",-,-,TenneT,MR,,,,,,
0,05.02.2022,00:00,00:15,"8,750","12,708",-,-,TenneT,SCR,,,,,,
1,05.02.2022,00:15,00:30,"4,696","13,587",-,-,TenneT,SCR,,,,,,
2,05.02.2022,00:30,00:45,"14,167","0,546",-,-,TenneT,SCR,,,,,,
3,05.02.2022,00:45,01:00,"42,614","0,505",-,-,TenneT,SCR,,,,,,
4,05.02.2022,01:00,01:15,"2,109","26,129",-,-,TenneT,SCR,,,,,,
5,05.02.2022,01:15,01:30,"1,186","21,026",-,-,TenneT,SCR,,,,,,
6,05.02.2022,01:30,01:45,"2,089","24,265",-,-,TenneT,SCR,,,,,,
7,05.02.2022,01:45,02:00,"23,484","0,465",-,-,TenneT,SCR,,,,,,
8,05.02.2022,02:00,02:15,"7,777","42,837",-,-,TenneT,SCR,,,,,,
9,05.02.2022,02:15,02:30,"2,749","40,034",-,-,TenneT,SCR,,,,,,
10,05.02.2022,02:30,02:45,"3,340","39,085",-,-,TenneT,SCR,,,,,,
11,05.02.2022,02:45,03:00,"2,589","20,572",-,-,TenneT,SCR,,,,,,
12,05.02.2022,03:00,03:15,"1,585","37,682",-,-,TenneT,SCR,,,,,,
13,05.02.2022,03:15,03:30,"2,036","56,296",-,-,TenneT,SCR,,,,,,
14,05.02.2022,03:30,03:45,"1,861","48,721",-,-,TenneT,SCR,,,,,,
15,05.02.2022,03:45,04:00,"2,665","29,579",-,-,TenneT,SCR,,,,,,
16,05.02.2022,04:00,04:15,"1,633","38,031",-,-,TenneT,SCR,,,,,,
17,05.02.2022,04:15,04:30,"1,950","34,270",-,-,TenneT,SCR,,,,,,
18,05.02.2022,04:30,04:45,"1,315","37,797",-,-,TenneT,SCR,,,,,,
19,05.02.2022,04:45,05:00,"1,172","25,361",-,-,TenneT,SCR,,,,,,
20,05.02.2022,05:00,05:15,"9,617","10,912",-,-,TenneT,SCR,,,,,,
21,05.02.2022,05:15,05:30,"16,513","0,795",-,-,TenneT,SCR,,,,,,
22,05.02.2022,05:30,05:45,"3,019","0,860",-,-,TenneT,SCR,,,,,,
23,05.02.2022,05:45,06:00,"4,907","0,704",-,-,TenneT,SCR,,,,,,
24,05.02.2022,06:00,06:15,"39,605","11,263",-,-,TenneT,SCR,,,,,,
25,05.02.2022,06:15,06:30,"9,904","2,695",-,-,TenneT,SCR,,,,,,
26,05.02.2022,06:30,06:45,"4,248","1,543",-,-,TenneT,SCR,,,,,,
27,05.02.2022,06:45,07:00,"1,810","18,846",-,-,TenneT,SCR,,,,,,
28,05.02.2022,07:00,07:15,"3,554","16,686",-,-,TenneT,SCR,,,,,,
29,05.02.2022,07:15,07:30,"9,031","1,290",-,-,TenneT,SCR,,,,,,
30,05.02.2022,07:30,07:45,"2,230","14,599",-,-,TenneT,SCR,,,,,,
31,05.02.2022,07:45,08:00,"1,563","15,769",-,-,TenneT,SCR,,,,,,
32,05.02.2022,08:00,08:15,"6,638","2,260",-,-,TenneT,SCR,,,,,,
33,05.02.2022,08:15,08:30,"8,170","0,670",-,-,TenneT,SCR,,,,,,
34,05.02.2022,08:30,08:45,"2,677","8,641",-,-,TenneT,SCR,,,,,,
35,05.02.2022,08:45,09:00,"2,367","5,353",-,-,TenneT,SCR,,,,,,
36,05.02.2022,09:00,09:15,"8,133","0,899",-,-,TenneT,SCR,,,,,,
37,05.02.2022,09:15,09:30,"23,076","0,561",-,-,TenneT,SCR,,,,,,
38,05.02.2022,09:30,09:45,"41,683","0,516",-,-,TenneT,SCR,,,,,,
39,05.02.2022,09:45,10:00,"33,943","0,609",-,-,TenneT,SCR,,,,,,
40,05.02.2022,10:00,10:15,"51,624","1,004",-,-,TenneT,SCR,,,,,,
41,05.02.2022,10:15,10:30,"28,141","0,815",-,-,TenneT,SCR,,,,,,
42,05.02.2022,10:30,10:45,"7,430","0,730",-,-,TenneT,SCR,,,,,,
43,05.02.2022,10:45,11:00,"6,275","0,925",-,-,TenneT,SCR,,,,,,
44,05.02.2022,11:00,11:15,"3,553","0,707",-,-,TenneT,SCR,,,,,,
45,05.02.2022,11:15,11:30,"1,088","2,843",-,-,TenneT,SCR,,,,,,
46,05.02.2022,11:30,11:45,"2,633","0,958",-,-,TenneT,SCR,,,,,,
47,05.02.2022,11:45,12:00,"15,933","0,808",-,-,TenneT,SCR,,,,,,
48,05.02.2022,12:00,12:15,"11,444","2,439",-,-,TenneT,SCR,,,,,,
49,05.02.2022,12:15,12:30,"31,374","1,788",-,-,TenneT,SCR,,,,,,
50,05.02.2022,12:30,12:45,"27,977","3,470",-,-,TenneT,SCR,,,,,,
51,05.02.2022,12:45,13:00,"8,513","7,126",-,-,TenneT,SCR,,,,,,
52,05.02.2022,13:00,13:15,"22,953","2,739",-,-,TenneT,SCR,,,,,,
53,05.02.2022,13:15,13:30,"21,890","5,163",-,-,TenneT,SCR,,,,,,
54,05.02.2022,13:30,13:45,"37,808","4,825",-,-,TenneT,SCR,,,,,,
55,05.02.2022,13:45,14:00,"25,420","8,358",-,-,TenneT,SCR,,,,,,
56,05.02.2022,14:00,14:15,"41,868","0,813",-,-,TenneT,SCR,,,,,,
57,05.02.2022,14:15,14:30,"5,129","5,370",-,-,TenneT,SCR,,,,,,
58,05.02.2022,14:30,14:45,"14,883","1,241",-,-,TenneT,SCR,,,,,,
59,05.02.2022,14:45,15:00,"29,537","2,252",-,-,TenneT,SCR,,,,,,
60,05.02.2022,15:00,15:15,"130,580","2,498",-,-,TenneT,SCR,,,,,,
61,05.02.2022,15:15,15:30,"28,977","1,119",-,-,TenneT,SCR,,,,,,
62,05.02.2022,15:30,15:45,"9,765","3,401",-,-,TenneT,SCR,,,,,,
63,05.02.2022,15:45,16:00,"13,104","3,835",-,-,TenneT,SCR,,,,,,
64,05.02.2022,16:00,16:15,"25,527","9,459",-,-,TenneT,SCR,,,,,,
65,05.02.2022,16:15,16:30,"7,681","2,491",-,-,TenneT,SCR,,,,,,
66,05.02.2022,16:30,16:45,"3,984","1,976",-,-,TenneT,SCR,,,,,,
67,05.02.2022,16:45,17:00,"1,543","17,162",-,-,TenneT,SCR,,,,,,
68,05.02.2022,17:00,17:15,"24,711","1,441",-,-,TenneT,SCR,,,,,,
69,05.02.2022,17:15,17:30,"31,177","6,057",-,-,TenneT,SCR,,,,,,
70,05.02.2022,17:30,17:45,"2,084","44,240",-,-,TenneT,SCR,,,,,,
71,05.02.2022,17:45,18:00,"1,144","50,001",-,-,TenneT,SCR,,,,,,
72,05.02.2022,18:00,18:15,"9,662","1,981",-,-,TenneT,SCR,,,,,,
73,05.02.2022,18:15,18:30,"18,705","0,450",-,-,TenneT,SCR,,,,,,
74,05.02.2022,18:30,18:45,"29,101","0,429",-,-,TenneT,SCR,,,,,,
75,05.02.2022,18:45,19:00,"41,955","0,258",-,-,TenneT,SCR,,,,,,
76,05.02.2022,19:00,19:15,"25,139","0,468",-,-,TenneT,SCR,,,,,,
77,05.02.2022,19:15,19:30,"14,545","0,399",-,-,TenneT,SCR,,,,,,
78,05.02.2022,19:30,19:45,"16,216","0,543",-,-,TenneT,SCR,,,,,,
79,05.02.2022,19:45,20:00,"13,521","0,752",-,-,TenneT,SCR,,,,,,
80,05.02.2022,20:00,20:15,-,-,-,-,TenneT,SCR,,,,,,
0,05.02.2022,00:00,00:15,,,,,TenneT,RZ_SALDO,"-670,356",-,,,,
1,05.02.2022,00:15,00:30,,,,,TenneT,RZ_SALDO,"-714,410",-,,,,
2,05.02.2022,00:30,00:45,,,,,TenneT,RZ_SALDO,"-564,445",-,,,,
3,05.02.2022,00:45,01:00,,,,,TenneT,RZ_SALDO,"-600,868",-,,,,
4,05.02.2022,01:00,01:15,,,,,TenneT,RZ_SALDO,"-116,912",-,,,,
5,05.02.2022,01:15,01:30,,,,,TenneT,RZ_SALDO,"-19,267",-,,,,
6,05.02.2022,01:30,01:45,,,,,TenneT,RZ_SALDO,"-91,320",-,,,,
7,05.02.2022,01:45,02:00,,,,,TenneT,RZ_SALDO,"-136,699",-,,,,
8,05.02.2022,02:00,02:15,,,,,TenneT,RZ_SALDO,"244,102",-,,,,
9,05.02.2022,02:15,02:30,,,,,TenneT,RZ_SALDO,"142,135",-,,,,
10,05.02.2022,02:30,02:45,,,,,TenneT,RZ_SALDO,"86,720",-,,,,
11,05.02.2022,02:45,03:00,,,,,TenneT,RZ_SALDO,"104,551",-,,,,
12,05.02.2022,03:00,03:15,,,,,TenneT,RZ_SALDO,"144,176",-,,,,
13,05.02.2022,03:15,03:30,,,,,TenneT,RZ_SALDO,"-143,791",-,,,,
14,05.02.2022,03:30,03:45,,,,,TenneT,RZ_SALDO,"-126,660",-,,,,
15,05.02.2022,03:45,04:00,,,,,TenneT,RZ_SALDO,"-249,238",-,,,,
